"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.808812458E0,-4.504441097E-2,3.176039457E-1,3.253676593E-1
3.818822458E0,-1.222645938E-1,2.622190118E-1,3.747507036E-1
3.828832458E0,-1.213854849E-1,2.818608582E-1,4.413134754E-1
3.838842458E0,-1.239085644E-1,2.351334244E-1,4.498369992E-1
3.848852458E0,-1.443861425E-1,1.911342740E-1,3.930035233E-1
3.858862458E0,-1.242609248E-1,2.119207531E-1,2.752410769E-1
3.868872458E0,-3.684213012E-2,2.845067978E-1,1.089650095E-1
3.878882458E0,8.030638844E-2,3.378499448E-1,-5.019167438E-2
3.888892458E0,1.825946867E-1,3.553740978E-1,-1.752949953E-1
3.898902458E0,2.256936431E-1,3.315286338E-1,-2.252822816E-1
3.908912458E0,2.165699303E-1,3.049422801E-1,-1.924236715E-1
3.918922458E0,1.894603074E-1,2.558399737E-1,-9.703279287E-2
3.928932458E0,1.298512965E-1,1.637587845E-1,2.260545455E-2
3.938942458E0,3.686245903E-2,6.567066163E-2,1.195927337E-1
3.948952458E0,-5.057604238E-2,-6.778504699E-3,1.876775175E-1
3.958962458E0,-1.238923222E-1,-2.677355893E-2,2.105493098E-1
3.968972458E0,-1.753888130E-1,-4.549824446E-2,1.963344216E-1
3.978982458E0,-1.838997453E-1,-6.359464675E-2,1.709382236E-1
3.988992458E0,-1.530289203E-1,-5.764035136E-2,1.329437047E-1
3.999002333E0,-7.550261915E-2,-1.278053690E-2,9.864592552E-2
4.009012333E0,2.273899689E-2,3.701045364E-2,6.870240718E-2
4.019022333E0,1.000313088E-1,4.923715442E-2,4.522886872E-2
4.029032333E0,1.106794327E-1,4.844380170E-2,3.849453479E-2
4.039042333E0,6.262647361E-2,6.729920208E-2,4.282280058E-2
4.049052333E0,-2.412653342E-2,6.317050755E-2,5.815941095E-2
4.059062333E0,-1.074041724E-1,-3.023343161E-3,7.585065812E-2
4.069072333E0,-1.539596915E-1,-6.509576738E-2,9.300887585E-2
4.079082333E0,-1.508019269E-1,-9.526927024E-2,9.641241282E-2
4.089092333E0,-1.105985865E-1,-8.719216287E-2,6.685824692E-2
4.099102333E0,-7.941994816E-2,-6.065767631E-2,2.505554631E-2
4.109112333E0,-6.308012456E-2,-4.704119638E-2,-7.739152759E-3
4.119122333E0,-6.192852929E-2,-1.144852582E-2,-2.250088193E-2
4.129132333E0,-4.977279529E-2,1.554181334E-2,-9.830731433E-4
4.139142333E0,-5.224663019E-2,-1.381338853E-2,3.138613701E-2
4.149152333E0,-7.999677211E-2,-8.384094387E-2,3.424397856E-2
4.159162333E0,-1.133616567E-1,-1.156344637E-1,7.090994623E-3
4.169172333E0,-1.134657860E-1,-1.266801804E-1,-2.741478570E-2
4.179182333E0,-9.832993150E-2,-1.515289098E-1,-7.270797342E-2
4.189192333E0,-9.186191112E-2,-1.765935123E-1,-1.050217077E-1
4.199202333E0,-7.449941337E-2,-1.653218269E-1,-1.125542372E-1
4.209212333E0,-6.446755677E-2,-1.207881868E-1,-1.142791659E-1
4.219222333E0,-7.493676245E-2,-5.679308251E-2,-1.146906391E-1
4.229232333E0,-8.177283406E-2,-7.523802109E-3,-1.074503064E-1
4.239242333E0,-7.029246539E-2,4.631519318E-3,-8.127547801E-2
4.249252333E0,-5.009797961E-2,-3.657583520E-2,-2.614271268E-2
4.259262333E0,-4.230287671E-2,-9.762893617E-2,1.863072254E-2
4.269272333E0,-6.641060859E-2,-1.240088642E-1,4.089474678E-2
4.279282333E0,-1.138461083E-1,-1.292098910E-1,3.699012473E-2
4.289292333E0,-1.559434980E-1,-1.280218512E-1,9.171541780E-3
4.299302333E0,-1.678738296E-1,-1.264242381E-1,-3.484745696E-2
4.309312333E0,-1.467538923E-1,-1.149593294E-1,-7.221693546E-2
4.319322333E0,-1.074456498E-1,-9.488202631E-2,-6.884191185E-2
4.329332333E0,-6.927961856E-2,-7.442654669E-2,-3.547542915E-2
4.339342333E0,-5.277517438E-2,-1.006257236E-1,-1.581176370E-2
4.349352333E0,-6.562918425E-2,-1.316118687E-1,-2.023314312E-2
4.359362333E0,-8.601546288E-2,-1.205417365E-1,-5.544373393E-2
4.369372333E0,-1.019406319E-1,-7.681769878E-2,-1.170668826E-1
4.379382333E0,-1.041092724E-1,-5.034548789E-2,-1.679448187E-1
4.389392333E0,-1.085634083E-1,-4.069259763E-2,-2.090001106E-1
4.399402333E0,-1.225188971E-1,-6.686154753E-2,-2.242255509E-1
4.409412333E0,-1.533942521E-1,-1.079282910E-1,-2.253398150E-1
4.419422333E0,-2.071999311E-1,-1.421483308E-1,-2.249111384E-1
4.429432333E0,-2.694824934E-1,-1.097184867E-1,-2.351621836E-1
4.439442333E0,-2.960347235E-1,3.714384139E-2,-2.401691228E-1
4.449452333E0,-2.482128739E-1,1.861911118E-1,-2.233696431E-1
4.459462333E0,-1.757373363E-1,2.313051969E-1,-1.898374557E-1
4.469472333E0,-1.341403574E-1,1.348745376E-1,-1.730472893E-1
4.479482333E0,-1.347776651E-1,-2.895360440E-2,-1.716140956E-1
4.489492333E0,-1.327169091E-1,-1.348805726E-1,-1.661737859E-1
4.499502333E0,-1.075101197E-1,-1.651351303E-1,-1.406536847E-1
4.509512333E0,-9.408139437E-2,-1.346216947E-1,-1.159060076E-1
4.519522333E0,-8.514005691E-2,-9.110430628E-2,-1.096411273E-1
4.529532333E0,-7.872796059E-2,-3.684400022E-2,-1.337238252E-1
4.539542333E0,-6.047923490E-2,3.911798075E-2,-1.677933633E-1
4.549552333E0,-1.113538630E-2,1.050884724E-1,-1.702320129E-1
4.559562333E0,3.363661468E-2,1.484174728E-1,-1.473731101E-1
4.569572333E0,4.586105794E-2,1.205909029E-1,-9.949401021E-2
4.579582333E0,2.483730018E-2,4.941289872E-2,-4.803665355E-2
4.589592333E0,3.902795725E-4,1.072835457E-2,1.168580167E-2
4.599602333E0,7.893991657E-3,1.760867238E-2,7.674919069E-2
4.609612333E0,9.784918278E-2,5.269208923E-2,1.328918189E-1
4.619622333E0,1.190373003E-1,7.626394928E-2,1.355534196E-1
4.629632333E0,1.138952672E-1,7.966774702E-2,1.353606135E-1
4.639642333E0,1.162201539E-1,8.653154969E-2,1.323809624E-1
4.649652333E0,1.004169583E-1,1.043619439E-1,1.056058109E-1
4.659662333E0,8.049126714E-2,1.245237142E-1,6.661029905E-2
4.669672333E0,8.280342072E-2,1.172868386E-1,4.305783287E-2
4.679682333E0,8.728658408E-2,9.413698316E-2,1.578215696E-2
4.689692333E0,1.309688091E-1,1.036247611E-1,-2.336311527E-2
4.699702333E0,2.086534649E-1,1.535687298E-1,-6.515860558E-2
4.709712333E0,2.784540951E-1,2.139367312E-1,-1.005962193E-1
4.719722333E0,3.176819086E-1,2.576962709E-1,-1.311089247E-1
4.729732333E0,3.093278408E-1,2.580584884E-1,-1.452380568E-1
4.739742333E0,2.746149898E-1,2.174367309E-1,-1.316114217E-1
4.749752333E0,2.040843666E-1,1.610696018E-1,-8.319382370E-2
4.759762333E0,1.188825890E-1,7.462346554E-2,-2.301716991E-2
4.769772333E0,4.617110267E-2,-4.524613731E-3,2.735731937E-2
4.779782333E0,-1.131963730E-2,-2.925325185E-2,6.706696004E-2
4.789792333E0,-2.174058557E-2,3.346501850E-3,8.021552116E-2
4.799802333E0,-1.206002198E-3,3.836080059E-2,5.812881142E-2
4.809812333E0,1.189568453E-2,6.811976433E-2,1.285827346E-2
4.819822333E0,-5.588210747E-2,8.666454256E-2,-1.408722624E-2
4.829832333E0,-1.270826813E-2,6.093148142E-2,-2.240853943E-2
4.839842333E0,8.974278718E-2,7.156980038E-2,-3.921131045E-2
4.849852333E0,1.330846697E-1,7.509130239E-2,-8.876555413E-2
4.859863333E0,8.729573339E-2,6.734895706E-2,-1.253823638E-1
4.869873333E0,1.555177011E-2,4.318449646E-2,-1.344850510E-1
