"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.054057333E0,8.292755127E-2,9.990674286E0,-5.658233643E-1
4.064067333E0,-1.796264648E-3,9.893526306E0,-4.203259277E-1
4.074077333E0,-2.844085693E-2,9.849368134E0,1.362167358E-2
4.084087333E0,1.115180969E-1,9.882000275E0,4.016148376E-1
4.094097333E0,3.811074829E-1,9.961035919E0,5.858816528E-1
4.104107333E0,4.511618042E-1,9.936037903E0,5.117857361E-1
4.114117333E0,3.507206726E-1,9.869576111E0,4.050576782E-1
4.124127333E0,2.122586060E-1,9.847422180E0,4.053570557E-1
4.134137333E0,-7.140151978E-2,9.760902100E0,5.146298218E-1
4.144147333E0,-1.293310547E-1,9.688752136E0,3.906875610E-1
4.154157333E0,1.410067749E-1,9.709708557E0,1.402583313E-1
4.164167333E0,4.911286926E-1,9.728419647E0,1.128652954E-1
4.174177333E0,5.737568665E-1,9.714947662E0,2.761756897E-1
4.184187333E0,5.670208740E-1,9.722581787E0,3.489244080E-1
4.194197333E0,3.956272888E-1,9.667196960E0,3.417393494E-1
4.204207333E0,1.481918335E-1,9.669442291E0,4.330494690E-1
4.214217333E0,7.963439941E-2,9.728419647E0,3.534150696E-1
4.224227333E0,1.856140137E-2,9.731114044E0,1.947450256E-1
4.234237333E0,-1.860630798E-1,9.804162140E0,2.900967407E-1
4.244247333E0,-5.135820007E-1,9.829160156E0,4.778063965E-1
4.254257333E0,-7.741900635E-1,9.780361633E0,5.361849976E-1
4.264267333E0,-7.231462097E-1,9.777367859E0,3.808081055E-1
4.274277333E0,-3.953279114E-1,9.796827393E0,1.263372803E-1
4.284287333E0,-8.637039185E-2,9.718540192E0,-5.224136353E-2
4.294297333E0,8.217910767E-2,9.649234314E0,1.706451416E-2
4.304307333E0,1.145118713E-1,9.606573029E0,2.221380615E-1
4.314317333E0,-6.212081909E-2,9.594148865E0,4.361929321E-1
4.324327333E0,-3.963757324E-1,9.607171783E0,6.189628601E-1
4.334337333E0,-5.399272156E-1,9.617200928E0,6.185137939E-1
4.344347333E0,-4.580474854E-1,9.639055481E0,3.691323853E-1
4.354357333E0,-2.598596191E-1,9.598340149E0,1.236428833E-1
4.364367333E0,-1.451980591E-2,9.585017853E0,5.164260864E-2
4.374377333E0,9.939331055E-2,9.563462677E0,1.146615601E-1
4.384387333E0,-3.787124634E-2,9.519603882E0,1.896556091E-1
4.394397333E0,-1.601669312E-1,9.513915710E0,2.670446777E-1
4.404407333E0,-3.189866638E-1,9.538015594E0,2.595602417E-1
4.414417333E0,-3.980223083E-1,9.597442017E0,2.005828857E-1
4.424427333E0,-4.131408691E-1,9.692045288E0,1.194515991E-1
4.434437333E0,-2.709365845E-1,9.843230896E0,1.160087585E-1
4.444447333E0,-3.459306335E-1,9.889634399E0,6.465055847E-1
4.454457333E0,-6.496490479E-1,9.884694672E0,1.375789032E0
4.464467333E0,-8.843609619E-1,9.801617432E0,1.655856628E0
4.474477333E0,-9.083111572E-1,9.810000000E0,1.435365143E0
4.484487333E0,-8.520281982E-1,9.896819458E0,1.176253967E0
4.494497333E0,-8.864566040E-1,9.957593079E0,1.204844513E0
4.504507333E0,-8.852590942E-1,9.978998566E0,1.188977509E0
4.514517333E0,-7.424560547E-1,9.951006775E0,9.774673462E-1
4.524527333E0,-5.230123901E-1,9.932595062E0,7.828720093E-1
4.534537333E0,-2.595602417E-1,9.971963196E0,6.601272583E-1
4.544547333E0,-2.471360779E-1,9.977651367E0,7.207511902E-1
4.554557333E0,-6.271957397E-1,1.007734406E1,9.184899902E-1
4.564567333E0,-9.285191345E-1,1.019035904E1,8.467890930E-1
4.574577333E0,-1.200653229E0,1.018467087E1,5.545967102E-1
4.584587333E0,-1.246757355E0,1.022703278E1,2.805166626E-1
4.594597333E0,-1.329834595E0,1.025143204E1,2.893482971E-1
4.604607333E0,-1.382525024E0,1.025562332E1,6.849755859E-1
4.614617333E0,-1.317709808E0,1.031145721E1,1.418899384E0
4.624627333E0,-8.282276917E-1,1.034633469E1,6.938072205E-1
4.634637333E0,-7.668553162E-1,1.013422577E1,5.626799011E-1
4.644647333E0,-6.147715759E-1,1.006222549E1,7.834707642E-1
4.654657333E0,-2.386038208E-1,9.933343506E0,4.878355408E-1
4.664667333E0,-8.217910767E-2,9.784403229E0,5.565426636E-1
4.674677333E0,-7.783813477E-2,9.632768555E0,7.259902954E-1
4.684687333E0,4.700225830E-2,9.493408356E0,7.183561707E-1
4.694697333E0,2.165995789E-1,9.416767731E0,1.034798126E0
4.704707333E0,2.552192688E-1,9.410929871E0,1.325493622E0
4.714717333E0,2.174977112E-1,9.450597382E0,1.230890350E0
4.724727333E0,1.245410156E-1,9.542506256E0,1.038240967E0
4.734737333E0,-1.612147522E-1,9.694889374E0,6.562353516E-1
4.744747333E0,-5.372328186E-1,9.729467468E0,2.606080627E-1
4.754757333E0,-9.282197571E-1,9.842033386E0,1.362167358E-2
4.764767333E0,-1.106648712E0,9.877210236E0,-7.469467163E-2
4.774777333E0,-1.041833496E0,9.863139496E0,-1.392105103E-2
4.784787333E0,-8.693920898E-1,9.795480194E0,3.906875610E-2
4.794797333E0,-6.601272583E-1,9.766739960E0,3.544628906E-1
4.804807333E0,-3.879931641E-1,9.719588013E0,5.459147644E-1
4.814817333E0,-2.535726929E-1,9.658215637E0,3.965254211E-1
4.824827333E0,-4.879852295E-1,9.527088318E0,-3.896397400E-1
4.834837333E0,-8.972341919E-1,9.610914001E0,5.866300964E-1
4.844847333E0,-8.681945801E-1,9.843530273E0,1.460213470E0
4.854857333E0,-5.044509888E-1,9.724228363E0,6.786886597E-1
4.864868333E0,-5.378315735E-1,9.614805908E0,1.676513672E-2
4.874878333E0,-7.774832153E-1,9.667047272E0,-2.589614868E-2
