"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.774219833E0,-2.789730206E-2,1.247392744E-1,-4.922771454E-2
3.784229833E0,-7.841560245E-2,3.146471828E-2,-7.751644589E-3
3.794239833E0,-1.177443415E-1,-3.176105022E-2,1.686021127E-2
3.804249833E0,-1.313405782E-1,-5.568528920E-2,2.414235845E-2
3.814259833E0,-1.144566983E-1,-4.505248368E-2,4.118276760E-2
3.824269833E0,-8.609270304E-2,-4.541542381E-3,5.954712629E-2
3.834278833E0,-6.040650234E-2,5.115672201E-2,5.607085675E-2
3.844288833E0,-5.339280143E-2,9.327941388E-2,4.907047004E-2
3.854298833E0,-6.375330687E-2,6.768440455E-2,2.119497396E-2
3.864308833E0,-9.083125740E-2,2.843953297E-2,-1.478619687E-2
3.874318833E0,-9.672269225E-2,4.636048339E-3,-2.914467454E-2
3.884328833E0,-6.555944681E-2,-3.490417078E-2,-4.157071933E-2
3.894338833E0,-1.332290471E-2,-7.296215743E-2,-6.448175013E-2
3.904348833E0,2.219141275E-2,-7.439414412E-2,-7.897946984E-2
3.914358833E0,2.980966680E-2,-5.260797590E-2,-8.771803975E-2
3.924368833E0,3.374155983E-2,-2.798944712E-2,-8.991088718E-2
3.934378833E0,4.070812836E-2,3.774666227E-3,-7.911298424E-2
3.944388833E0,2.954788506E-2,3.601702303E-2,-6.675565243E-2
3.954398833E0,1.257936470E-3,5.184020847E-2,-6.759786606E-2
3.964408833E0,-3.679703921E-2,5.964646488E-2,-8.467139304E-2
3.974418833E0,-6.599488109E-2,3.321181238E-2,-9.786491096E-2
3.984428833E0,-7.446773350E-2,-2.468823828E-2,-9.896346927E-2
3.994438833E0,-4.821262509E-2,-7.801243663E-2,-1.054386124E-1
4.004448833E0,-1.550075039E-2,-9.154289216E-2,-1.071425006E-1
4.014458833E0,7.319436409E-4,-8.687806129E-2,-1.105035096E-1
4.024468833E0,1.880564960E-3,-8.128728718E-2,-1.285240501E-1
4.034478833E0,-1.290419511E-2,-3.765209764E-2,-1.410334557E-1
4.044488833E0,-2.924801223E-2,1.064992324E-2,-1.490469128E-1
4.054498833E0,-5.852736160E-2,2.014518902E-2,-1.491320431E-1
4.064508833E0,-1.002766788E-1,-3.462937847E-2,-1.408477426E-1
4.074518833E0,-1.395343542E-1,-1.214056760E-1,-1.298793256E-1
4.084528833E0,-1.532179415E-1,-1.769453734E-1,-1.191113815E-1
4.094538833E0,-1.299583763E-1,-1.675332338E-1,-1.128785908E-1
4.104548833E0,-7.665520906E-2,-1.172990873E-1,-1.033338234E-1
4.114558833E0,-2.970583364E-2,-8.107250929E-2,-1.100727767E-1
4.124568833E0,-2.082259208E-2,-5.155855790E-2,-1.353318095E-1
4.134577833E0,-3.224591538E-2,-2.303063124E-2,-1.614949852E-1
4.144587833E0,-3.698101640E-2,-1.340515912E-3,-1.802175492E-1
4.154597833E0,-3.806151450E-2,1.345701609E-2,-1.982503831E-1
4.164607833E0,-3.508516774E-2,1.488660090E-2,-1.965395659E-1
4.174617833E0,-3.370110318E-2,4.574913532E-3,-1.950111836E-1
4.184627833E0,-4.352230951E-2,-6.906240247E-3,-1.955113262E-1
4.194637833E0,-5.075277016E-2,5.752902944E-3,-1.931288838E-1
4.204647833E0,-3.705693409E-2,5.263412371E-2,-1.867218465E-1
4.214657833E0,1.520196348E-2,1.067678332E-1,-1.534885168E-1
4.224667833E0,6.992539763E-2,1.113993376E-1,-1.210536212E-1
4.234677833E0,8.184254915E-2,6.477914751E-2,-1.053575948E-1
4.244687833E0,6.760822237E-2,-1.544750296E-3,-1.042284146E-1
4.254698042E0,5.619044602E-2,-3.387505561E-2,-1.072565317E-1
4.264708042E0,5.120447278E-2,-1.632913649E-1,-3.481429070E-2
4.274718042E0,1.481634825E-1,-1.393799484E-1,5.943588540E-2
4.284728042E0,1.789805144E-1,-1.219775304E-1,6.537447125E-2
4.294738042E0,1.887514740E-1,-9.557536989E-2,1.387138665E-1
4.304748042E0,1.827742755E-1,-1.525336877E-2,2.300584316E-1
4.314758042E0,1.768686324E-1,-1.593799517E-2,2.612652183E-1
4.324768042E0,8.796326071E-2,-3.524964303E-2,2.759573460E-1
4.334778042E0,4.666297697E-3,-7.154047489E-2,2.702803016E-1
4.344788042E0,-1.110387594E-2,-1.136849970E-1,2.353585511E-1
4.354798042E0,2.945233323E-2,-9.904938936E-2,1.872766614E-1
4.364808042E0,1.185252219E-1,-4.146705568E-2,1.148778275E-1
4.374818042E0,2.492877245E-1,4.895111918E-2,5.369346123E-3
4.384828042E0,3.787581027E-1,1.873894185E-1,-1.168604195E-1
4.394838042E0,4.802753627E-1,3.650181890E-1,-2.332926244E-1
4.404848042E0,5.558491945E-1,5.136801004E-1,-3.430023193E-1
4.414858042E0,6.108317971E-1,5.807228684E-1,-4.080159962E-1
4.424868042E0,6.192460060E-1,5.729325414E-1,-4.112895429E-1
4.434878042E0,5.901066065E-1,4.827530384E-1,-3.736083508E-1
4.444888042E0,5.170070529E-1,3.623573780E-1,-3.333831728E-1
4.454898042E0,4.255487323E-1,2.615917325E-1,-2.799908221E-1
4.464908042E0,3.745734394E-1,2.035212517E-1,-2.461425811E-1
4.474918042E0,3.527140021E-1,1.780328900E-1,-2.212507129E-1
4.484928042E0,3.385957778E-1,1.703613847E-1,-2.143046558E-1
4.494937042E0,3.136315942E-1,1.410175711E-1,-2.175022811E-1
4.504947042E0,1.794636548E-1,1.572311670E-1,-2.089074552E-1
4.514957042E0,-9.622520953E-2,2.661538310E-2,-1.194119826E-1
4.524967042E0,-2.304219007E-1,-1.684494466E-1,6.396806799E-3
4.534977042E0,-1.306355745E-1,-2.673223615E-1,1.312495619E-1
4.544987042E0,3.398160264E-2,-2.411496043E-1,2.137715966E-1
4.554997042E0,2.569246478E-2,-2.333879471E-1,2.399358153E-1
