"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.123317833E0,1.469943237E-1,9.321565704E0,3.012335815E0
4.133326833E0,2.125579834E-1,9.308991852E0,2.763403473E0
4.143336833E0,1.832189941E-1,9.300459595E0,2.737657013E0
4.153346833E0,1.495390320E-1,9.379495239E0,2.783461761E0
4.163356833E0,2.963836670E-2,9.423803101E0,2.828967133E0
4.173366833E0,-7.050338745E-2,9.452243958E0,2.870580597E0
4.183376833E0,-1.113684082E-1,9.491462402E0,2.824626160E0
4.193386833E0,-1.363664246E-1,9.464967499E0,2.763553162E0
4.203396833E0,-1.863624573E-1,9.472002869E0,2.855012970E0
4.213406833E0,-4.285588074E-1,9.468859406E0,3.117716675E0
4.223416833E0,-6.032455444E-1,9.555678864E0,3.272045746E0
4.233426833E0,-5.125341797E-1,9.635612640E0,3.043321381E0
4.243436833E0,-3.032693481E-1,9.714348907E0,2.687361603E0
4.253447042E0,-1.230441284E-1,9.849068756E0,2.541415100E0
4.263457042E0,-2.273771667E-1,9.825268250E0,2.471061401E0
4.273467042E0,-1.377285919E0,9.628128204E0,2.947520599E0
4.283477042E0,-1.016985168E0,1.022329056E1,3.374732208E0
4.293487042E0,-4.355941772E-1,1.025382706E1,2.230960693E0
4.303497042E0,-1.175804901E0,9.877359924E0,2.565964050E0
4.313507042E0,-1.161135406E0,1.019874161E1,2.964734802E0
4.323517042E0,-4.719685364E-1,1.031789383E1,2.203417969E0
4.333527042E0,-2.815644836E-1,9.858050079E0,1.931433563E0
4.343537042E0,-1.407073975E-2,9.743089142E0,2.525398407E0
4.353547042E0,2.362088013E-1,9.587712250E0,3.140768738E0
4.363557042E0,4.397854614E-1,9.348659363E0,3.581751709E0
4.373567042E0,7.770341492E-1,9.278006287E0,3.976331177E0
4.383577042E0,1.064286804E0,9.172176361E0,4.208049316E0
4.393587042E0,1.207838287E0,9.042096863E0,3.994892578E0
4.403597042E0,1.148262177E0,8.919052734E0,3.793261871E0
4.413607042E0,8.120613098E-1,9.033414917E0,3.519930267E0
4.423617042E0,-2.814147949E-2,9.164242859E0,3.206931152E0
4.433627042E0,-8.297245789E-1,9.263336792E0,2.836601257E0
4.443637042E0,-1.147962799E0,9.386680298E0,2.389481049E0
4.453647042E0,-1.163530426E0,9.420809326E0,2.081122284E0
4.463657042E0,-1.064735870E0,9.374854889E0,2.228415985E0
4.473667042E0,-9.536668396E-1,9.366472321E0,2.533481598E0
4.483677042E0,-9.827064514E-1,9.442514191E0,2.533780975E0
4.493686042E0,-8.988807678E-1,9.557175751E0,2.297422485E0
4.503696042E0,-1.018482056E0,9.554331665E0,2.091600494E0
4.513706042E0,-1.277293854E0,9.576635284E0,1.833686829E-1
4.523716042E0,-2.172133026E0,9.717791748E0,-4.581971741E-1
4.533726042E0,-2.655028839E0,9.776619415E0,1.869462433E0
4.543736042E0,-2.335593109E0,9.462871857E0,3.610342255E0
4.553746042E0,-1.726360016E0,9.787696381E0,3.037034454E0
